,Date,xom,xomlag1,bp,cvx,lukoy,ogzpy,ptr,rdsa,xop,price
1,9/15/2016,-0.1599960000000067,-0.370002999999997,-0.11999899999999997,-0.620002999999997,0.20999900000000338,-0.019999999999999574,-0.18999499999999614,-0.3899990000000031,-2.439987000000002,84.669998
2,9/16/2016,0.06999999999999318,-0.1599960000000067,-0.18999800000000278,-0.16999800000000675,-0.5,-0.03000000000000025,-0.45000000000000995,-0.5499989999999997,-1.4000090000000114,84.510002
3,9/19/2016,-0.8499989999999968,0.06999999999999318,0.8299979999999962,0.0,0.20000100000000032,0.019999999999999574,0.6899980000000099,0.899996999999999,4.199996999999996,84.580002
4,9/20/2016,-0.9100030000000032,-0.8499989999999968,-0.5,-0.1600039999999865,-0.14000000000000057,-0.04999999999999982,-0.1399990000000031,-0.48999799999999993,-2.639998999999989,83.730003
5,9/21/2016,1.4599990000000105,-0.9100030000000032,-0.0899999999999963,0.1799999999999926,0.7999999999999972,0.03000000000000025,0.4299999999999926,0.0,0.8400110000000041,82.82
6,9/22/2016,-1.5999989999999968,1.4599990000000105,1.25,2.1699990000000042,1.4199979999999996,0.07000000000000028,1.1800010000000043,1.5499999999999972,5.399993999999992,84.279999
7,9/23/2016,0.8399969999999968,-1.5999989999999968,-0.5299990000000037,-1.1800010000000043,-0.6699979999999996,0.0,-1.0100029999999975,-0.7099989999999963,-2.1199949999999887,82.68
8,9/26/2016,-0.9300010000000043,0.8399969999999968,-0.33000199999999325,0.15000200000000063,-0.3400009999999938,-0.040000000000000036,-1.0400010000000037,-0.740002000000004,-2.1200100000000077,83.519997
9,9/27/2016,0.870002999999997,-0.9300010000000043,-0.2299990000000065,-1.25,-0.3300010000000029,-0.020000000000000462,0.2700049999999976,-0.8600009999999969,-3.7599950000000035,82.589996
10,9/28/2016,3.510002,0.870002999999997,0.6399990000000031,1.2799990000000037,0.13000100000000003,-0.019999999999999574,0.04000100000000373,0.5600019999999972,0.08000200000000746,83.459999
11,9/29/2016,-0.13000499999999704,3.510002,1.110000999999997,2.4800029999999964,1.2299989999999994,0.08999999999999986,1.739998,2.389999000000003,8.160002999999989,86.970001
12,9/30/2016,0.10000600000000759,-0.13000499999999704,0.010002000000000066,-0.16999800000000675,-0.00999800000000306,0.009999999999999787,0.15999599999999248,0.18999900000000025,1.7599950000000035,86.839996
13,10/3/2016,0.43999499999999614,0.10000600000000759,0.09999800000000647,0.7200010000000105,0.20000100000000032,0.04999999999999982,-0.1299979999999863,0.47000099999999634,2.0,86.940002
14,10/4/2016,-0.5499950000000098,0.43999499999999614,0.6799999999999997,0.15999599999999248,0.2699960000000061,0.020000000000000462,0.9000019999999864,0.7900010000000037,1.0399930000000097,87.379997
15,10/5/2016,0.41999800000000675,-0.5499950000000098,0.0,-0.7200009999999963,-0.379997000000003,-0.07000000000000028,1.9499970000000104,0.16999799999999965,0.08000199999997903,86.830002
16,10/6/2016,-0.3000030000000038,0.41999800000000675,0.1300019999999975,0.33000199999999325,0.18999900000000025,0.07000000000000028,2.6799999999999926,0.04000099999999662,2.480011000000019,87.25
17,10/7/2016,0.5900040000000075,-0.3000030000000038,-0.09000100000000089,0.18000000000000682,0.10999999999999943,0.019999999999999574,0.22000100000001055,0.22000100000000344,-2.0,86.949997
18,10/10/2016,0.5400009999999895,0.5900040000000075,0.36999899999999997,0.7099989999999963,0.16999799999999965,0.04999999999999982,-0.050003000000003794,0.379997000000003,-2.2799990000000037,87.540001
19,10/11/2016,-0.8600009999999969,0.5400009999999895,0.009999000000000535,0.5700000000000074,0.17000200000000376,0.03000000000000025,0.23000399999999388,-0.00999800000000306,2.8399969999999826,88.080002
20,10/12/2016,-0.870002999999997,-0.8600009999999969,-0.4499970000000033,-1.0400010000000037,-0.15000100000000316,-0.05999999999999961,-1.5800019999999932,-0.8400000000000034,-2.6399999999999864,87.220001
21,10/13/2016,0.8400040000000075,-0.870002999999997,-0.20000100000000032,-1.25,-0.7599980000000031,-0.08000000000000007,-1.4300010000000043,-1.0200009999999935,-1.6000060000000076,86.349998
22,10/14/2016,-0.7099990000000105,0.8400040000000075,0.21999700000000644,-0.009995000000003529,0.11000000000000654,0.0,0.9800039999999939,1.25,0.3600010000000111,87.190002
23,10/17/2016,0.6899950000000104,-0.7099990000000105,-0.4499970000000033,-0.5400009999999895,-0.26000200000000007,-0.020000000000000462,-0.7799989999999895,-1.119999,-1.7599950000000035,86.480003
24,10/18/2016,0.020004000000000133,0.6899950000000104,0.5999989999999968,1.049995999999993,-0.09000000000000341,0.0,0.8499989999999968,0.5700000000000003,0.8799899999999923,87.169998
25,10/19/2016,-0.40000100000000316,0.020004000000000133,-0.04000099999999662,0.4800029999999964,0.08000200000000035,0.020000000000000462,0.04999499999999557,-0.27999900000000366,-0.07998699999998848,87.190002
26,10/20/2016,-0.370002999999997,-0.40000100000000316,-0.17999999999999972,-0.8300019999999932,-0.1100009999999969,-0.020000000000000462,1.3000030000000038,0.3400010000000009,-1.5600120000000004,86.790001
27,10/21/2016,0.3199999999999932,-0.370002999999997,0.1200019999999995,-0.58000100000001,0.6399999999999935,0.0,-0.26000200000000007,-0.360001000000004,1.9600059999999928,86.419998
28,10/24/2016,-0.06999999999999318,0.3199999999999932,0.11999899999999997,0.5,0.3899990000000031,0.03000000000000025,1.8499979999999994,0.5099980000000031,-0.11999499999998875,86.739998
29,10/25/2016,-0.41999800000000675,-0.06999999999999318,-0.1399990000000031,-0.8099979999999931,0.4500010000000003,0.03000000000000025,-0.30999699999999564,-0.41999799999999965,-2.440002000000021,86.669998
30,10/26/2016,1.0299990000000037,-0.41999800000000675,-0.47000099999999634,-0.4300000000000068,-0.869999,-0.05000000000000071,-1.6500020000000006,-0.8600009999999969,-4.120010999999977,86.25
31,10/27/2016,-2.0,1.0299990000000037,0.36999899999999997,1.1900020000000069,0.3399999999999963,-0.02999999999999936,-0.4799950000000024,0.5099989999999934,3.240005999999994,87.279999
