Date,Open,High,Low,Close,Adj Close,Volume
9/14/2016,146.039993,148.320007,142.559998,142.839996,132.898483,5525975
9/15/2016,143.600006,146.639999,143.119995,145.119995,135.019775,4156850
9/16/2016,142.199997,144.639999,142,144.520004,134.762421,3848725
9/19/2016,146.399994,146.639999,144.080002,144.360001,134.613235,3704925
9/20/2016,143.759995,144.960007,142.119995,142.119995,132.524445,4913675
9/21/2016,144.600006,147.479996,143.800003,147.279999,137.336075,6930125
9/22/2016,150,150.800003,147.960007,148.639999,138.604218,5845050
9/23/2016,147.880005,149.479996,143.160004,144.600006,134.83699,6403475
9/26/2016,145.759995,147.080002,144.119995,144.240005,134.501312,3572275
9/27/2016,142,142.039993,139.399994,141,131.480072,4943775
9/28/2016,142.080002,150.039993,140.080002,149.800003,139.685913,12072200
9/29/2016,150.240005,153.919998,148.600006,150.919998,140.730301,9002450
9/30/2016,152,154.759995,150.440002,153.839996,143.453156,4341275
10/3/2016,154,154.839996,151.679993,154.160004,143.751541,3081475
10/4/2016,155.039993,155.600006,151.360001,152.320007,142.035751,4761300
10/5/2016,155.119995,157.080002,154.119995,155.919998,145.3927,4076325
10/6/2016,157.600006,158,154.119995,155.600006,145.094315,3379050
10/7/2016,155.600006,156.279999,152.639999,153.320007,142.968231,3653150
10/10/2016,153.320007,158.119995,153.320007,156.440002,145.877594,4211250
10/11/2016,156.160004,156.440002,153.199997,154.520004,144.087234,3608925
10/12/2016,153.520004,153.839996,151.199997,152.919998,142.595245,4199550
10/13/2016,151.919998,153.240005,149.679993,152.279999,141.998505,3703925
10/14/2016,152.279999,153.440002,150.199997,150.639999,140.469162,3823000
10/17/2016,150.520004,151.479996,148.440002,149.479996,139.387512,2746275
10/18/2016,151.399994,152.039993,148.880005,149.479996,139.387512,2949950
10/19/2016,151.320007,153.919998,150.679993,152,141.73735,4308800
10/20/2016,149.759995,153.360001,149.199997,152.399994,142.110352,3071500
10/21/2016,151.720001,152.800003,150.520004,151.679993,141.438965,3107125
10/24/2016,151.600006,152.199997,147.320007,149.839996,139.72319,4003450
10/25/2016,149.160004,150.919998,146.839996,147.039993,137.112228,4580500
10/26/2016,145.039993,148.279999,144.080002,147.080002,137.149582,6632075
10/27/2016,148.279999,149.039993,146.440002,147.240005,137.298752,4400050
10/28/2016,146.919998,149.199997,143.800003,144.800003,135.023499,5449400
10/31/2016,143.919998,144.559998,140.880005,141.399994,131.853043,6032150
11/1/2016,143.839996,144.679993,138.960007,141.800003,132.226044,4240475
11/2/2016,139.759995,140.320007,136.520004,139.240005,129.838882,5892750
11/3/2016,140.440002,141.800003,138.360001,140.240005,130.771362,4840975
11/4/2016,140.119995,141.679993,137.919998,138.919998,129.540482,4352375
11/7/2016,141.960007,142.880005,141.080002,142.320007,132.710922,3359400
11/8/2016,140.919998,143.199997,140,142.039993,132.449844,3264600
11/9/2016,142.919998,149.479996,142.240005,148.199997,138.193909,7040375
11/10/2016,147,149.720001,146.360001,147.919998,137.932831,3816000
11/11/2016,146,147.279999,142.839996,145.919998,136.067902,4521250
11/14/2016,145.800003,148.039993,143.800003,147.919998,137.932831,4408675
11/15/2016,150.639999,154.800003,150,153.880005,143.490433,7310950
