Date,Open,High,Low,Close,Adj Close,Volume
9/14/2016,213.289993,214.699997,212.5,213.149994,194.262787,134185500
9/15/2016,212.960007,215.729996,212.75,215.279999,196.204041,134427900
9/16/2016,213.479996,213.690002,212.570007,213.369995,195.445618,155236400
9/19/2016,214.130005,214.880005,213.029999,213.410004,195.482239,80250500
9/20/2016,214.410004,214.589996,213.380005,213.419998,195.49144,69665300
9/21/2016,214.240005,216.029999,213.440002,215.820007,197.689819,110284400
9/22/2016,217,217.529999,216.710007,217.179993,198.935532,76678700
9/23/2016,216.720001,216.880005,215.880005,215.990005,197.845505,73630900
9/26/2016,215.020004,215.229996,214.009995,214.240005,196.242523,89827300
9/27/2016,214.050003,215.679993,213.619995,215.570007,197.460815,78494800
9/28/2016,215.830002,216.820007,214.710007,216.639999,198.440903,87411000
9/29/2016,216.399994,216.869995,214.039993,214.679993,196.645554,128070600
9/30/2016,215.649994,217.119995,215.360001,216.300003,198.129486,117202900
10/3/2016,215.820007,216.039993,215.039993,215.779999,197.653168,83512100
10/4/2016,215.910004,216.169998,213.990005,214.679993,196.645554,119948100
10/5/2016,215.410004,216.130005,215.330002,215.630005,197.515778,72816000
10/6/2016,215.369995,216.039993,214.740005,215.779999,197.653168,62927400
10/7/2016,216.100006,216.300003,214.190002,215.039993,196.975342,89788300
10/10/2016,216.160004,216.699997,215.990005,216.160004,198.001251,51855000
10/11/2016,215.660004,215.740005,212.580002,213.429993,195.50058,130367400
10/12/2016,213.589996,214.320007,213.009995,213.710007,195.75705,73866100
10/13/2016,212.160004,213.589996,211.210007,213.009995,195.115891,101357000
10/14/2016,214.149994,214.690002,213.029999,213.119995,195.216644,93346200
10/17/2016,213.089996,213.389999,212.169998,212.380005,194.538788,58275700
10/18/2016,214.240005,214.309998,213.270004,213.710007,195.75705,76869700
10/19/2016,214.020004,214.639999,213.600006,214.279999,196.279175,66519200
10/20/2016,213.869995,214.529999,213.110001,213.880005,195.912811,73639800
10/21/2016,213.880005,214.080002,212.759995,213.979996,196.004395,89089100
10/24/2016,215,215.320007,214.479996,214.889999,196.837936,60146600
10/25/2016,214.679993,214.979996,213.979996,214.169998,196.178406,66542300
10/26/2016,213.210007,214.419998,212.929993,213.740005,195.784531,75705500
10/27/2016,214.580002,214.619995,213.080002,213.169998,195.262436,77220200
10/28/2016,213.139999,213.929993,211.710007,212.539993,194.685333,140623200
10/31/2016,212.929993,213.190002,212.360001,212.550003,194.694519,61272500
11/1/2016,212.929993,212.990005,209.600006,211.009995,193.283844,122781800
11/2/2016,210.649994,211.100006,209.229996,209.740005,192.120544,103330800
11/3/2016,209.990005,210.240005,208.460007,208.779999,191.24118,88939300
11/4/2016,208.910004,209.889999,208.380005,208.550003,191.030518,109122100
11/7/2016,208.550003,213.190002,208.550003,213.149994,195.24408,109794900
11/8/2016,212.690002,214.770004,212.380005,214.110001,196.123459,106772100
